text_index,aspect,keyword_found,sentiment,text
639,price,price,neutral,Decent value for the price.
639,price,value,neutral,Decent value for the price.
641,price,money,negative,Terrible experience! Waste of money! 😡
644,features,functionality,neutral,Functionality is basic but sufficient.
646,price,money,negative,Complete waste of time and money! 😤
648,price,value,positive,Great value for money! Very satisfied!
648,price,money,positive,Great value for money! Very satisfied!
649,features,functionality,neutral,Functionality is basic but sufficient.
651,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
651,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
652,features,features,neutral,Typical product with standard features.
653,price,price,negative,Not worth the price! Very disappointed!
656,price,price,neutral,Decent value for the price.
656,price,value,neutral,Decent value for the price.
657,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
657,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
658,price,value,positive,Great value for money! Very satisfied!
658,price,money,positive,Great value for money! Very satisfied!
660,price,value,positive,Great value for money! Very satisfied!
660,price,money,positive,Great value for money! Very satisfied!
661,price,value,positive,Great value for money! Very satisfied!
661,price,money,positive,Great value for money! Very satisfied!
663,design,look,positive,This is exactly what I was looking for! Perfect!
665,price,money,negative,Complete waste of time and money! 😤
666,quality,quality,positive,Great service and excellent quality! 👏
666,service,service,positive,Great service and excellent quality! 👏
671,features,features,positive,Really impressed with the features and performance!
671,performance,performance,positive,Really impressed with the features and performance!
672,price,value,positive,Great value for money! Very satisfied!
672,price,money,positive,Great value for money! Very satisfied!
673,features,features,positive,Really impressed with the features and performance!
673,performance,performance,positive,Really impressed with the features and performance!
674,price,money,negative,Terrible experience! Waste of money! 😡
675,price,money,negative,Terrible experience! Waste of money! 😡
676,price,price,negative,Not worth the price! Very disappointed!
677,design,look,positive,This is exactly what I was looking for! Perfect!
679,price,price,negative,Not worth the price! Very disappointed!
680,quality,quality,negative,Poor quality and bad customer service!
680,service,service,negative,Poor quality and bad customer service!
680,service,customer,negative,Poor quality and bad customer service!
681,features,features,positive,Really impressed with the features and performance!
681,performance,performance,positive,Really impressed with the features and performance!
682,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
682,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
683,quality,quality,neutral,"Average quality, meets basic expectations."
684,price,price,neutral,Decent value for the price.
684,price,value,neutral,Decent value for the price.
685,quality,quality,neutral,"Average quality, meets basic expectations."
686,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
686,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
687,price,money,negative,Complete waste of time and money! 😤
692,quality,quality,positive,Great service and excellent quality! 👏
692,service,service,positive,Great service and excellent quality! 👏
693,service,support,negative,Defective product! Bad customer support!
693,service,customer,negative,Defective product! Bad customer support!
698,price,money,negative,Terrible experience! Waste of money! 😡
701,price,price,neutral,Decent value for the price.
701,price,value,neutral,Decent value for the price.
705,price,price,neutral,Decent value for the price.
705,price,value,neutral,Decent value for the price.
706,quality,quality,negative,Very poor quality! Not recommended at all!
707,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
707,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
708,features,functionality,neutral,Functionality is basic but sufficient.
712,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
712,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
714,features,functionality,neutral,Functionality is basic but sufficient.
717,features,features,positive,Really impressed with the features and performance!
717,performance,performance,positive,Really impressed with the features and performance!
719,price,money,negative,Terrible experience! Waste of money! 😡
720,features,features,neutral,Typical product with standard features.
722,quality,quality,positive,Great service and excellent quality! 👏
722,service,service,positive,Great service and excellent quality! 👏
725,features,functionality,neutral,Functionality is basic but sufficient.
726,design,look,positive,This is exactly what I was looking for! Perfect!
727,quality,quality,positive,Great service and excellent quality! 👏
727,service,service,positive,Great service and excellent quality! 👏
730,features,functionality,neutral,Functionality is basic but sufficient.
733,quality,quality,positive,Great service and excellent quality! 👏
733,service,service,positive,Great service and excellent quality! 👏
737,service,support,positive,Fantastic experience with customer support!
737,service,customer,positive,Fantastic experience with customer support!
738,quality,quality,negative,Poor quality control! Avoid this product!
739,service,support,positive,Fantastic experience with customer support!
