text_index,emotion,polarity,subjectivity,text
438,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
439,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
440,neutral,0.0,0.125,Functionality is basic but sufficient.
441,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
442,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
443,sadness,-0.625,0.6,Poor quality control! Avoid this product!
444,joy,0.5,0.9,Fantastic experience with customer support!
445,joy,0.90625,0.875,Great value for money! Very satisfied!
446,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
447,neutral,-0.08333333333333333,0.25,Typical product with standard features.
448,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
449,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
450,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
451,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
452,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
453,joy,0.5,0.35,Absolutely love it! Worth every penny!
454,neutral,-0.08333333333333333,0.25,Typical product with standard features.
455,joy,0.90625,0.875,Great value for money! Very satisfied!
456,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
457,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
458,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
459,joy,0.6875,0.75,I love this product! It's amazing! 😍
460,joy,0.90625,0.875,Great value for money! Very satisfied!
461,joy,0.9,0.875,Great service and excellent quality! 👏
462,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
463,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
464,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
465,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
466,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
467,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
468,neutral,-0.08333333333333333,0.25,Typical product with standard features.
469,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
470,neutral,-0.075,0.2,Complete waste of time and money! 😤
471,neutral,-0.075,0.2,Complete waste of time and money! 😤
472,joy,0.5,0.9,Fantastic experience with customer support!
473,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
474,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
475,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
476,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
477,neutral,-0.075,0.2,Complete waste of time and money! 😤
478,joy,0.5,0.35,Absolutely love it! Worth every penny!
479,joy,0.9,0.875,Great service and excellent quality! 👏
480,neutral,-0.08333333333333333,0.25,Typical product with standard features.
481,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
482,joy,1.0,1.0,Really impressed with the features and performance!
483,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
484,neutral,-0.075,0.19999999999999998,Average experience overall.
485,neutral,0.0,0.125,Functionality is basic but sufficient.
486,joy,0.6875,0.75,I love this product! It's amazing! 😍
487,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
488,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
489,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
490,joy,0.5,0.9,Fantastic experience with customer support!
491,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
492,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
493,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
494,joy,0.9,0.875,Great service and excellent quality! 👏
495,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
496,joy,0.5,0.35,Absolutely love it! Worth every penny!
497,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
498,joy,0.5,0.35,Absolutely love it! Worth every penny!
499,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
500,neutral,0.0,0.0,Product meets minimum requirements.
501,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
502,joy,0.90625,0.875,Great value for money! Very satisfied!
503,neutral,0.0,0.125,Functionality is basic but sufficient.
504,joy,0.6875,0.75,I love this product! It's amazing! 😍
505,joy,0.90625,0.875,Great value for money! Very satisfied!
506,joy,0.9,0.875,Great service and excellent quality! 👏
507,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
508,joy,0.9,0.875,Great service and excellent quality! 👏
509,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
510,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
511,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
512,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
513,joy,0.6875,0.75,I love this product! It's amazing! 😍
514,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
515,joy,1.0,1.0,Really impressed with the features and performance!
516,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
517,joy,0.9,0.875,Great service and excellent quality! 👏
518,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
519,neutral,-0.08333333333333333,0.25,Typical product with standard features.
520,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
521,neutral,-0.08333333333333333,0.25,Typical product with standard features.
522,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
523,neutral,-0.075,0.2,Complete waste of time and money! 😤
524,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
525,joy,0.9,0.875,Great service and excellent quality! 👏
526,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
527,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
528,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
529,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
530,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
531,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
532,neutral,-0.08333333333333333,0.25,Typical product with standard features.
533,joy,0.90625,0.875,Great value for money! Very satisfied!
534,neutral,-0.08333333333333333,0.25,Typical product with standard features.
535,neutral,-0.08333333333333333,0.25,Typical product with standard features.
536,joy,0.90625,0.875,Great value for money! Very satisfied!
537,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
538,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
539,joy,0.5,0.5,"It works as described, nothing more."
540,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
541,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
542,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
543,neutral,0.0,0.125,Functionality is basic but sufficient.
544,neutral,-0.075,0.19999999999999998,Average experience overall.
545,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
546,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
547,neutral,0.0,0.0,Product meets minimum requirements.
548,neutral,0.0,0.0,Product meets minimum requirements.
549,joy,0.9,0.875,Great service and excellent quality! 👏
550,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
551,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
552,joy,0.5,0.5,"It works as described, nothing more."
553,joy,0.6875,0.75,I love this product! It's amazing! 😍
554,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
555,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
556,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
557,neutral,0.0,0.125,Functionality is basic but sufficient.
558,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
559,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
560,neutral,-0.08333333333333333,0.25,Typical product with standard features.
561,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
562,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
563,sadness,-1.0,1.0,Worst purchase ever! Don't buy this!
564,joy,0.6875,0.75,I love this product! It's amazing! 😍
565,joy,0.5,0.5,"It works as described, nothing more."
566,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
567,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
568,sadness,-0.625,0.6,Poor quality control! Avoid this product!
569,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
570,joy,0.5,0.5,"It works as described, nothing more."
571,neutral,-0.075,0.19999999999999998,Average experience overall.
572,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
573,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
574,joy,0.90625,0.875,Great value for money! Very satisfied!
575,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
576,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
577,neutral,0.0,0.0,Product meets minimum requirements.
578,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
579,neutral,0.0,0.125,Functionality is basic but sufficient.
580,joy,0.5,0.35,Absolutely love it! Worth every penny!
581,neutral,-0.08333333333333333,0.25,Typical product with standard features.
582,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
583,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
584,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
585,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
586,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
587,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
588,joy,1.0,1.0,Really impressed with the features and performance!
589,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
590,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
591,joy,0.90625,0.875,Great value for money! Very satisfied!
592,sadness,-1.0,0.9750000000000001,Very disappointed! Does not work as advertised!
593,neutral,0.0,0.125,Functionality is basic but sufficient.
594,neutral,0.16666666666666666,0.5,"Standard product, nothing extraordinary."
595,joy,0.9,0.875,Great service and excellent quality! 👏
596,sadness,-0.59375,0.5375000000000001,Not worth the price! Very disappointed!
597,sadness,-0.5625,0.30000000000000004,Broken after one week! Useless product!
598,joy,0.90625,0.875,Great value for money! Very satisfied!
599,sadness,-0.8125,0.78,Very poor quality! Not recommended at all!
600,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
601,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
602,joy,0.5,0.35,Absolutely love it! Worth every penny!
603,neutral,0.0,0.125,Functionality is basic but sufficient.
604,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
605,neutral,-0.075,0.26249999999999996,"Average quality, meets basic expectations."
606,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
607,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
608,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
609,neutral,0.0,0.0,Product meets minimum requirements.
610,anger,0.6,0.42000000000000004,Best purchase I've made this year! Highly recommended!
611,joy,0.4285714285714286,0.5357142857142857,"The product is okay, nothing special."
612,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
613,joy,0.375,0.7375,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
614,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
615,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
616,joy,1.0,1.0,Really impressed with the features and performance!
617,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
618,joy,0.5,0.9,Fantastic experience with customer support!
619,joy,0.5,0.35,Absolutely love it! Worth every penny!
620,sadness,-0.625,0.5,Terrible experience! Waste of money! 😡
621,sadness,-0.625,0.6,Poor quality control! Avoid this product!
622,joy,0.9,0.875,Great service and excellent quality! 👏
623,sadness,-0.8749999999999998,0.6666666666666666,Defective product! Bad customer support!
624,neutral,0.0,0.125,Functionality is basic but sufficient.
625,joy,0.7083333333333334,0.75,Nothing impressive but works fine.
626,joy,0.9,0.875,Great service and excellent quality! 👏
627,joy,0.9,0.875,Great service and excellent quality! 👏
628,sadness,-0.6375,0.6333333333333333,Poor quality and bad customer service!
629,joy,0.9,0.875,Great service and excellent quality! 👏
630,joy,0.5,0.35,Absolutely love it! Worth every penny!
631,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
632,joy,0.65625,0.625,This is exactly what I was looking for! Perfect!
633,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
634,sadness,-0.625,0.6,Poor quality control! Avoid this product!
635,joy,0.7500000000000001,0.9,Exceeded my expectations! Amazing product!
636,joy,0.90625,0.875,Great value for money! Very satisfied!
637,neutral,-0.075,0.19999999999999998,Average experience overall.
638,neutral,0.0,0.125,Functionality is basic but sufficient.
639,neutral,0.16666666666666666,0.6666666666666666,Decent value for the price.
